elo,elo_diff,move_count,acpl,cpl_std,opening_acpl,middlegame_acpl,endgame_acpl,best_move_rate,top3_rate,blunder_rate,mistake_rate,avg_entropy,avg_complexity,label
1808.0,91.0,73,44.9,76.9702,24.0,82.9,16.8,0.36,0.66,0.07,0.18,0.9664,13.812,0
1717.0,-91.0,72,53.1,76.5026,47.1,87.5,23.5,0.33,0.62,0.08,0.21,0.9374,10.8108,0
2026.0,67.0,44,62.7,208.4237,10.7,55.0,250.0,0.43,0.64,0.05,0.09,0.9217,13.7015,0
1959.0,-67.0,44,27.2,62.1437,7.7,36.3,8.0,0.39,0.73,0.02,0.09,0.971,15.3827,0
1507.0,16.0,68,120.2,234.8993,31.2,102.9,170.6,0.43,0.71,0.16,0.21,0.8642,10.0059,0
1491.0,-16.0,68,85.1,203.6289,24.4,85.4,103.6,0.46,0.78,0.13,0.13,0.9555,13.0271,0
1346.0,105.0,65,44.1,59.9667,68.7,53.4,23.1,0.32,0.75,0.05,0.25,0.9458,10.8023,0
1241.0,-105.0,65,38.5,129.2667,60.9,21.7,50.2,0.46,0.75,0.03,0.11,0.9556,14.2486,0
1699.0,-250.0,25,103.7,273.008,42.3,144.6,0.0,0.52,0.64,0.12,0.12,0.9595,15.3866,1
1949.0,250.0,24,218.0,373.8548,20.6,336.5,0.0,0.33,0.62,0.21,0.21,0.9483,14.2069,0
1603.0,-2.0,39,72.3,221.624,45.9,81.4,0.0,0.46,0.67,0.05,0.1,0.955,15.0038,0
1605.0,2.0,38,140.2,306.1298,68.1,162.6,0.0,0.39,0.71,0.13,0.26,0.9069,11.6347,0
2059.0,60.0,65,48.1,135.8249,32.9,53.3,47.8,0.45,0.69,0.08,0.06,0.91,10.6059,0
1999.0,-60.0,65,23.8,44.193,20.8,39.8,6.3,0.49,0.86,0.0,0.14,0.9534,13.0247,1
1850.0,-77.0,25,94.4,124.3252,90.6,97.0,0.0,0.44,0.6,0.16,0.36,0.8901,11.7079,1
1927.0,77.0,25,40.1,76.1251,80.8,17.2,0.0,0.56,0.76,0.04,0.2,0.9625,15.1953,1
1663.0,113.0,28,26.6,37.5296,15.4,32.8,0.0,0.5,0.89,0.0,0.21,0.9625,15.4121,0
1550.0,-113.0,28,25.4,36.7246,13.0,31.3,0.0,0.57,0.79,0.0,0.18,0.9042,12.9316,0
1402.0,-13.0,42,22.6,28.1831,37.9,17.9,17.0,0.57,0.79,0.0,0.14,0.9532,11.5797,1
1415.0,13.0,41,19.6,29.9073,14.2,21.2,20.5,0.41,0.83,0.0,0.12,0.9688,15.7227,1
1758.0,79.0,26,81.5,196.2385,24.1,117.4,0.0,0.46,0.77,0.08,0.27,0.9198,13.2927,0
1679.0,-79.0,26,30.8,59.9927,44.6,23.5,0.0,0.65,0.88,0.04,0.19,0.9589,14.7519,1
1969.0,1.0,77,101.4,246.5418,38.9,41.7,166.6,0.31,0.61,0.1,0.14,0.9704,14.2388,0
1968.0,-1.0,76,164.9,333.6155,35.8,44.1,294.4,0.37,0.75,0.17,0.16,0.9079,9.4909,0
1565.0,-12.0,91,72.3,189.3033,11.9,36.3,105.4,0.37,0.6,0.08,0.19,0.9614,13.8429,0
1577.0,12.0,90,77.1,189.118,17.3,41.5,108.6,0.42,0.74,0.1,0.18,0.9297,10.8637,1
1881.0,15.0,47,117.2,232.5687,55.8,34.5,559.4,0.34,0.55,0.11,0.34,0.9671,15.5613,0
1866.0,-15.0,46,115.4,249.457,26.8,56.6,481.7,0.57,0.74,0.11,0.17,0.8032,9.6462,1
2020.0,508.0,27,18.2,21.1497,31.6,10.3,0.0,0.41,0.78,0.0,0.15,0.9604,15.0567,1
1512.0,-508.0,26,75.0,217.6243,28.4,99.6,0.0,0.42,0.77,0.08,0.15,0.895,12.823,0
1686.0,-1.0,32,69.6,180.483,24.7,90.0,0.0,0.41,0.69,0.06,0.22,0.9623,14.3647,0
1687.0,1.0,32,16.5,26.0471,30.4,11.0,0.0,0.53,0.84,0.0,0.09,0.9599,14.7653,0
1609.0,12.0,37,48.8,68.8016,24.2,57.9,0.0,0.35,0.57,0.08,0.27,0.8543,12.6325,0
1597.0,-12.0,37,26.6,80.443,18.8,29.2,0.0,0.59,0.84,0.03,0.16,0.9678,15.6844,1
1738.0,-58.0,30,39.9,78.8072,25.8,47.0,0.0,0.43,0.73,0.03,0.2,0.962,15.3604,1
1796.0,58.0,29,97.3,238.7054,5.6,138.6,0.0,0.48,0.83,0.1,0.14,0.9615,13.5989,0
1673.0,-14.0,26,15.6,33.6489,10.4,18.9,0.0,0.58,0.88,0.0,0.04,0.9654,15.1808,1
1687.0,14.0,25,83.0,205.9433,9.4,124.4,0.0,0.28,0.6,0.08,0.2,0.959,15.0011,0
1990.0,-183.0,71,54.6,118.5477,22.0,72.2,48.1,0.38,0.72,0.07,0.11,0.9627,12.1256,0
2173.0,183.0,71,40.6,104.5981,11.4,59.9,30.8,0.41,0.79,0.06,0.07,0.9245,13.0891,1
1846.0,-24.0,28,23.6,38.5971,11.3,30.4,0.0,0.46,0.75,0.0,0.14,0.9599,15.5196,0
1870.0,24.0,27,88.3,221.0772,17.8,123.5,0.0,0.3,0.7,0.11,0.15,0.907,12.3924,0
1901.0,-16.0,22,87.2,208.1521,36.5,129.4,0.0,0.27,0.55,0.05,0.27,0.965,15.2566,0
1917.0,16.0,22,17.3,24.0855,22.6,13.6,0.0,0.55,0.68,0.0,0.18,0.9615,15.7675,1
1742.0,-307.0,20,52.6,108.0548,41.4,63.8,0.0,0.45,0.7,0.05,0.2,0.9623,16.2902,1
2049.0,307.0,19,162.9,267.9629,70.2,246.3,0.0,0.32,0.68,0.21,0.26,0.9053,11.359,0
1683.0,-13.0,51,18.3,24.2595,23.4,21.0,6.3,0.51,0.73,0.0,0.16,0.9676,14.4952,1
1696.0,13.0,50,37.8,38.8006,26.1,40.3,40.8,0.28,0.68,0.0,0.28,0.9404,12.764,0
1597.0,-7.0,50,60.9,155.5923,67.8,36.0,128.8,0.38,0.58,0.06,0.18,0.9324,12.1523,0
1604.0,7.0,50,43.1,105.6345,70.7,21.5,79.5,0.5,0.74,0.04,0.14,0.9413,13.32,1
1761.0,-4.0,54,23.1,51.6709,32.6,24.5,13.2,0.52,0.81,0.02,0.13,0.9664,14.9175,1
1765.0,4.0,53,55.2,146.9796,37.0,36.4,107.0,0.26,0.6,0.04,0.19,0.9566,12.8082,0
1520.0,-136.0,27,78.1,194.1352,33.3,104.5,0.0,0.41,0.67,0.07,0.15,0.9234,12.9082,0
1656.0,136.0,27,17.3,20.2329,22.0,14.9,0.0,0.56,0.81,0.0,0.07,0.9631,15.7716,1
1849.0,-4.0,46,34.7,147.7968,10.4,49.7,0.2,0.63,0.85,0.02,0.07,0.9589,14.4576,0
1853.0,4.0,45,100.5,248.8071,20.0,111.5,166.7,0.33,0.58,0.09,0.2,0.8757,11.922,0
1233.0,21.0,34,21.7,36.1171,37.6,15.1,0.0,0.53,0.76,0.0,0.15,0.9623,14.8181,1
1212.0,-21.0,33,68.6,178.8438,26.0,84.6,0.0,0.36,0.58,0.06,0.18,0.9644,14.9994,0
1773.0,27.0,60,48.4,123.3439,36.1,51.0,50.7,0.48,0.73,0.03,0.2,0.9418,13.0184,1
1746.0,-27.0,59,44.1,131.252,40.9,57.7,25.1,0.47,0.85,0.02,0.24,0.9444,11.1829,1
1935.0,-128.0,48,70.3,163.1506,38.1,61.0,145.2,0.38,0.69,0.08,0.25,0.9497,13.18,0
2063.0,128.0,48,33.4,66.4205,36.3,40.0,8.3,0.54,0.81,0.02,0.12,0.9656,14.2548,1
1412.0,-288.0,21,42.5,67.2418,49.8,35.8,0.0,0.38,0.57,0.05,0.19,0.9592,15.4243,0
1700.0,288.0,20,89.5,225.4837,18.3,147.7,0.0,0.45,0.65,0.1,0.2,0.9643,14.338,0
1874.0,-24.0,43,56.1,170.0739,48.0,64.4,0.0,0.37,0.7,0.07,0.12,0.9682,15.2986,0
1898.0,24.0,42,95.9,236.2824,30.3,125.2,0.3,0.45,0.81,0.12,0.17,0.8299,10.4714,0
1861.0,86.0,57,31.6,132.6567,8.8,22.1,61.9,0.47,0.63,0.02,0.12,0.9493,14.857,0
1775.0,-86.0,56,69.2,192.2427,27.2,36.9,148.3,0.43,0.71,0.07,0.16,0.9,9.5088,0
1717.0,13.0,38,17.7,22.3344,13.4,19.2,0.0,0.5,0.74,0.0,0.13,0.9675,15.6366,1
1704.0,-13.0,37,73.2,170.5254,16.7,91.4,0.0,0.24,0.49,0.08,0.27,0.9677,14.9946,0
1729.0,-9.0,59,62.7,149.783,26.4,52.4,97.9,0.42,0.75,0.05,0.25,0.9454,9.7375,0
1738.0,9.0,59,57.6,171.6263,4.2,44.9,100.7,0.54,0.83,0.07,0.07,0.9046,11.0221,0
1775.0,-172.0,32,116.2,226.7497,204.7,76.0,0.0,0.31,0.5,0.09,0.31,0.9391,12.7234,0
1947.0,172.0,32,108.3,262.9837,242.1,55.9,0.0,0.56,0.72,0.12,0.06,0.9265,13.7855,1
1831.0,12.0,44,59.2,152.9584,21.3,33.1,349.8,0.32,0.64,0.07,0.2,0.9478,14.6896,0
1819.0,-12.0,44,18.9,39.1468,29.6,15.2,22.0,0.5,0.8,0.02,0.11,0.966,14.5319,1
1743.0,-26.0,36,44.6,83.435,64.0,37.1,0.0,0.58,0.78,0.06,0.19,0.964,15.5037,1
1769.0,26.0,35,75.9,184.9801,17.0,96.3,0.0,0.43,0.71,0.09,0.17,0.957,13.281,0
1811.0,-18.0,24,22.3,27.4269,15.8,27.0,0.0,0.58,0.75,0.0,0.21,0.967,15.3062,0
1829.0,18.0,23,84.6,209.6388,23.0,124.2,0.0,0.17,0.39,0.09,0.26,0.9549,14.4912,0
1785.0,29.0,26,101.3,214.2734,48.6,134.2,0.0,0.5,0.69,0.15,0.15,0.9499,13.6202,0
1756.0,-29.0,26,62.2,193.4903,25.4,81.6,0.0,0.54,0.81,0.04,0.23,0.9685,15.5141,1
1644.0,-59.0,48,28.0,57.9916,36.7,32.4,0.5,0.35,0.69,0.02,0.15,0.95,13.472,0
1703.0,59.0,47,68.6,170.0482,35.2,63.3,125.8,0.43,0.66,0.06,0.21,0.8847,11.6481,0
1985.0,-14.0,24,96.0,224.1959,68.1,116.0,0.0,0.46,0.67,0.12,0.21,0.9083,13.3471,0
1999.0,14.0,24,33.1,53.8467,55.3,19.7,0.0,0.54,0.75,0.04,0.17,0.944,14.4867,0
1627.0,-229.0,38,19.4,41.0607,28.3,16.2,0.0,0.55,0.79,0.03,0.05,0.9406,13.9169,1
1856.0,229.0,37,56.2,165.8781,32.8,63.7,0.0,0.49,0.7,0.05,0.22,0.8837,12.322,0
1340.0,80.0,22,111.7,239.5665,89.5,130.2,0.0,0.45,0.64,0.18,0.14,0.9515,14.7958,0
1260.0,-80.0,22,59.5,122.0452,82.1,43.8,0.0,0.64,0.77,0.09,0.14,0.9694,13.4952,1
1529.0,-94.0,55,63.3,153.19,57.5,50.4,93.1,0.45,0.76,0.09,0.18,0.9657,14.4661,1
1623.0,94.0,54,97.6,203.4146,26.8,79.9,175.5,0.41,0.7,0.15,0.22,0.9091,11.4669,0
1676.0,-4.0,55,18.5,36.0991,50.2,15.0,4.3,0.56,0.84,0.0,0.05,0.9639,14.7537,1
1680.0,4.0,54,38.7,76.5745,56.3,34.6,36.2,0.31,0.57,0.06,0.09,0.9387,12.3934,0
1578.0,15.0,74,81.6,213.1103,29.8,41.7,132.1,0.41,0.74,0.08,0.2,0.9636,11.2474,0
1563.0,-15.0,74,86.2,250.8321,23.0,33.1,148.0,0.45,0.66,0.08,0.14,0.9595,12.9114,1
1639.0,-34.0,48,59.9,97.5783,26.5,81.4,21.0,0.4,0.77,0.1,0.25,0.9389,11.3268,0
1673.0,34.0,48,43.0,59.6054,46.7,53.0,6.2,0.4,0.71,0.02,0.29,0.9566,14.5448,1
1356.0,-29.0,32,48.3,57.8901,32.7,55.5,0.0,0.19,0.44,0.03,0.28,0.9569,14.1789,0
1385.0,29.0,32,13.0,19.1269,12.8,13.0,0.0,0.53,0.78,0.0,0.06,0.9654,15.6579,1
1445.0,8.0,26,85.7,202.8424,25.5,123.3,0.0,0.38,0.81,0.08,0.23,0.9119,13.817,0
1437.0,-8.0,26,19.3,34.4578,39.2,8.8,0.0,0.58,0.81,0.0,0.12,0.9584,13.6928,1
1945.0,-41.0,51,65.8,127.0613,10.2,32.0,208.7,0.37,0.76,0.1,0.12,0.9659,13.9205,0
1986.0,41.0,50,58.4,133.7652,6.6,18.1,210.5,0.54,0.76,0.1,0.04,0.9688,13.7683,0
1859.0,-20.0,61,48.5,137.5506,9.0,36.7,84.3,0.39,0.7,0.05,0.13,0.8966,11.1296,0
1879.0,20.0,61,13.5,20.7032,10.8,20.9,4.5,0.43,0.87,0.0,0.05,0.9379,12.48,1
1895.0,71.0,30,63.6,180.4494,27.4,81.7,0.0,0.33,0.57,0.03,0.23,0.9601,14.6006,0
1824.0,-71.0,30,16.8,37.1689,28.0,12.0,0.0,0.63,0.83,0.0,0.07,0.9547,14.6357,1
1753.0,10.0,25,123.3,230.433,39.2,179.3,0.0,0.36,0.68,0.12,0.4,0.8828,14.1809,0
1743.0,-10.0,25,45.0,65.6315,34.0,51.2,0.0,0.6,0.76,0.04,0.24,0.9525,12.3249,1
1951.0,-39.0,47,27.0,66.2687,50.5,8.1,74.4,0.68,0.81,0.02,0.11,0.9734,16.4849,1
1990.0,39.0,46,53.0,150.5631,37.9,36.0,145.6,0.39,0.63,0.04,0.15,0.9253,14.7668,0
1805.0,12.0,48,22.3,40.4466,36.7,23.5,0.0,0.46,0.77,0.0,0.17,0.9719,14.998,1
1793.0,-12.0,47,64.0,152.9846,65.2,44.0,137.4,0.49,0.7,0.09,0.19,0.9324,11.0359,0
1561.0,56.0,50,60.2,98.5926,142.1,34.8,54.4,0.34,0.58,0.08,0.2,0.9529,12.2479,1
1505.0,-56.0,50,39.8,91.709,93.9,35.3,7.8,0.6,0.82,0.06,0.16,0.9702,14.5749,0
1669.0,-10.0,19,102.6,243.7554,12.0,203.3,0.0,0.42,0.74,0.16,0.11,0.9218,12.7145,0
1679.0,10.0,19,9.3,20.2431,14.7,4.5,0.0,0.68,0.95,0.0,0.05,0.9572,14.4059,1
1506.0,2.0,39,9.6,14.0241,18.3,6.6,0.0,0.64,0.77,0.0,0.03,0.9478,13.7129,1
1504.0,-2.0,38,53.6,164.2079,17.1,65.0,0.0,0.39,0.61,0.05,0.13,0.9371,13.0326,1
1708.0,53.0,47,117.8,183.5133,137.3,94.0,191.9,0.32,0.62,0.26,0.21,0.976,15.5201,0
1655.0,-53.0,46,112.2,181.2505,82.4,109.7,161.0,0.39,0.72,0.24,0.17,0.967,13.5821,0
1694.0,-21.0,75,67.3,141.5794,36.6,67.0,76.3,0.52,0.81,0.08,0.24,0.8928,10.7415,1
1715.0,21.0,75,52.7,139.0083,40.8,59.9,49.8,0.52,0.76,0.05,0.17,0.9476,13.4259,1
1962.0,20.0,43,70.0,177.5476,27.3,91.3,0.0,0.4,0.77,0.12,0.09,0.9597,15.2541,0
1942.0,-20.0,42,107.6,229.5137,41.7,138.2,0.0,0.4,0.67,0.14,0.14,0.9099,10.7523,1
1832.0,10.0,62,24.4,46.8094,9.1,25.2,30.2,0.5,0.89,0.03,0.13,0.9223,11.4551,1
1822.0,-10.0,62,19.7,39.6494,15.0,14.8,28.0,0.65,0.82,0.02,0.1,0.9529,13.8436,1
2020.0,508.0,54,23.1,28.5012,29.8,23.4,17.5,0.44,0.69,0.0,0.15,0.9652,14.9712,1
1512.0,-508.0,53,57.6,156.1004,26.4,49.2,95.6,0.36,0.68,0.06,0.15,0.9089,11.1895,0
1785.0,-12.0,35,68.8,171.4648,34.5,82.5,0.0,0.31,0.66,0.06,0.26,0.9085,14.3168,0
1797.0,12.0,35,18.5,47.5063,22.8,17.0,0.0,0.66,0.8,0.03,0.11,0.9676,16.0452,1
1822.0,-41.0,42,51.8,158.6706,21.8,27.5,566.0,0.45,0.74,0.05,0.14,0.9675,15.3749,1
1863.0,41.0,42,11.5,18.965,18.0,9.0,17.7,0.5,0.88,0.0,0.07,0.9653,15.664,1
1627.0,-229.0,38,64.4,169.3466,29.7,76.9,0.0,0.42,0.63,0.08,0.13,0.961,14.3827,0
1856.0,229.0,38,25.0,54.4024,31.6,23.0,0.0,0.55,0.74,0.03,0.08,0.9603,13.0087,1
1955.0,3.0,76,49.9,96.6186,12.5,47.7,62.2,0.28,0.63,0.09,0.13,0.9146,12.053,0
1952.0,-3.0,76,40.6,84.8893,10.6,28.1,58.0,0.46,0.76,0.08,0.08,0.9594,13.8515,0
1468.0,-22.0,31,54.6,178.701,35.7,63.6,0.0,0.42,0.77,0.03,0.13,0.9605,15.4477,1
1490.0,22.0,30,91.6,187.3223,85.0,94.4,0.0,0.3,0.5,0.1,0.33,0.897,11.6934,0
1379.0,-98.0,45,53.7,150.8538,6.1,36.3,253.4,0.47,0.8,0.02,0.24,0.9194,11.5649,0
1477.0,98.0,45,26.8,87.4443,10.0,16.1,105.7,0.62,0.82,0.02,0.04,0.9657,14.1214,1
1799.0,-31.0,46,80.2,209.8941,35.1,38.7,363.0,0.33,0.65,0.09,0.2,0.9378,12.7098,0
1830.0,31.0,46,48.1,162.8506,17.6,32.7,153.4,0.46,0.85,0.07,0.04,0.9656,12.5464,0
1182.0,-5.0,22,97.6,214.4767,35.2,149.7,0.0,0.41,0.59,0.09,0.32,0.9105,14.3173,0
1187.0,5.0,22,20.5,24.6475,32.8,12.0,0.0,0.68,0.86,0.0,0.23,0.9522,13.7031,1
1585.0,-106.0,58,58.2,152.9556,16.6,46.8,100.4,0.4,0.76,0.07,0.14,0.9206,11.7334,1
1691.0,106.0,58,26.9,74.2629,23.1,29.5,24.6,0.67,0.9,0.02,0.1,0.95,12.5716,1
1807.0,-43.0,39,140.5,218.9055,32.5,177.8,0.0,0.54,0.77,0.15,0.36,0.926,11.1961,0
1850.0,43.0,39,132.0,248.0426,42.8,158.8,0.0,0.38,0.64,0.15,0.18,0.9606,15.2036,0
1620.0,48.0,33,63.0,94.0621,46.5,70.2,0.0,0.42,0.7,0.12,0.18,0.885,11.2388,0
1572.0,-48.0,33,22.6,38.4359,36.0,17.5,0.0,0.52,0.85,0.0,0.18,0.9651,15.2722,1
1981.0,-26.0,60,44.9,137.8165,32.5,31.7,71.0,0.48,0.77,0.03,0.18,0.9353,12.3601,0
2007.0,26.0,59,100.9,221.4492,32.8,46.4,213.3,0.36,0.71,0.08,0.36,0.9309,11.045,0
1328.0,16.0,31,40.0,102.6169,83.7,19.1,0.0,0.61,0.84,0.06,0.1,0.9596,14.9645,1
1312.0,-16.0,30,76.4,201.1379,15.3,102.5,0.0,0.4,0.7,0.07,0.23,0.9294,13.8972,1
1620.0,48.0,58,57.7,144.4011,53.6,43.5,83.6,0.59,0.79,0.05,0.21,0.9696,13.9759,1
1572.0,-48.0,57,75.0,151.313,43.7,106.1,38.8,0.42,0.65,0.12,0.26,0.9134,11.6993,0
1888.0,8.0,44,75.7,165.2082,22.9,70.1,250.0,0.5,0.7,0.09,0.25,0.967,15.4906,0
1880.0,-8.0,43,95.6,173.7446,15.7,98.8,251.5,0.4,0.7,0.14,0.28,0.9213,11.0841,0
1825.0,-8.0,44,13.7,17.9966,13.7,15.5,0.5,0.57,0.84,0.0,0.07,0.9684,14.9859,1
1833.0,8.0,43,56.0,158.7836,18.0,74.7,0.5,0.49,0.65,0.07,0.12,0.9304,12.2194,0
1959.0,13.0,74,74.4,178.5988,30.4,79.1,83.1,0.41,0.73,0.08,0.18,0.969,13.0914,0
1946.0,-13.0,73,89.4,202.8367,73.0,83.1,99.3,0.44,0.71,0.1,0.22,0.9082,11.2745,1
1348.0,-44.0,44,59.8,209.0666,23.7,79.7,0.0,0.43,0.7,0.05,0.05,0.9671,15.4401,1
1392.0,44.0,43,100.7,253.2301,24.4,137.0,0.2,0.26,0.7,0.09,0.21,0.8413,10.685,0
1356.0,-135.0,25,72.5,203.7658,8.0,115.5,0.0,0.32,0.64,0.08,0.12,0.9608,15.0086,0
1491.0,135.0,25,5.7,10.9222,3.7,6.9,0.0,0.68,0.92,0.0,0.0,0.9149,14.0124,1
1793.0,-51.0,34,95.2,236.1037,9.1,131.1,0.0,0.26,0.65,0.09,0.26,0.9369,13.2491,0
1844.0,51.0,34,44.2,170.3849,11.9,55.8,0.0,0.62,0.88,0.03,0.09,0.9692,15.6932,1
1792.0,38.0,17,19.3,38.1244,27.5,7.6,0.0,0.71,0.94,0.0,0.12,0.9575,15.585,1
1754.0,-38.0,16,124.8,247.4878,76.8,186.4,0.0,0.19,0.5,0.19,0.19,0.9595,13.2803,0
1889.0,-18.0,32,106.3,251.4931,23.4,144.0,0.0,0.34,0.53,0.09,0.22,0.894,13.2544,0
1907.0,18.0,32,49.1,174.5337,19.8,60.6,0.0,0.44,0.78,0.03,0.06,0.9581,15.403,0
1605.0,-9.0,68,51.6,101.6536,74.5,62.1,32.2,0.49,0.76,0.09,0.13,0.9572,14.4111,1
1614.0,9.0,67,81.3,178.9248,33.0,84.5,93.3,0.36,0.55,0.09,0.21,0.8928,11.4743,0
1533.0,38.0,61,22.3,43.6457,24.1,15.3,31.4,0.51,0.77,0.02,0.08,0.9218,11.9623,0
1495.0,-38.0,60,58.9,145.9269,24.1,26.3,120.4,0.43,0.8,0.07,0.2,0.9273,10.5373,0
1750.0,-93.0,52,102.4,265.2896,35.3,64.9,252.0,0.4,0.73,0.08,0.17,0.9693,14.4626,0
1843.0,93.0,51,95.9,239.0556,91.2,60.1,188.9,0.33,0.67,0.08,0.22,0.9623,10.2151,0
1580.0,-31.0,29,54.8,184.5558,21.4,72.3,0.0,0.52,0.72,0.03,0.1,0.963,15.7411,1
1611.0,31.0,28,107.3,257.9427,27.6,145.1,0.0,0.29,0.57,0.11,0.18,0.9611,14.5701,0
1607.0,-8.0,25,104.8,199.6468,62.2,133.2,0.0,0.24,0.48,0.08,0.36,0.919,13.5917,0
1615.0,8.0,25,36.1,58.9578,54.3,25.9,0.0,0.48,0.64,0.04,0.16,0.9263,14.6731,1
1946.0,-73.0,25,74.4,196.2095,42.2,95.9,0.0,0.28,0.52,0.04,0.2,0.96,14.8823,0
2019.0,73.0,25,38.4,67.2037,22.3,47.4,0.0,0.4,0.72,0.04,0.24,0.9593,15.3259,0
1140.0,-13.0,50,50.2,113.9308,34.0,57.0,45.9,0.48,0.76,0.08,0.16,0.9294,13.4964,1
1153.0,13.0,50,22.4,39.8082,27.4,27.9,3.1,0.48,0.72,0.02,0.14,0.9723,14.5217,1
1605.0,-9.0,31,52.7,75.9944,72.1,43.5,0.0,0.23,0.58,0.06,0.29,0.9556,14.3444,0
1614.0,9.0,31,21.9,29.3114,29.4,18.8,0.0,0.55,0.71,0.0,0.16,0.9643,15.5923,0
1661.0,-40.0,26,127.7,198.045,89.5,151.6,0.0,0.38,0.58,0.19,0.38,0.9621,14.489,0
1701.0,40.0,26,37.6,64.3584,41.9,35.4,0.0,0.58,0.73,0.04,0.19,0.9527,14.6601,0
1416.0,-2.0,38,39.1,89.549,77.5,25.4,0.0,0.53,0.71,0.03,0.24,0.9649,15.4971,1
1418.0,2.0,37,62.7,116.6811,37.0,71.0,0.0,0.43,0.73,0.05,0.27,0.9307,11.2246,0
1897.0,-12.0,37,39.5,63.1082,18.1,47.4,0.0,0.51,0.73,0.03,0.24,0.9559,13.0783,0
1909.0,12.0,36,39.9,57.147,21.3,46.0,0.0,0.36,0.67,0.0,0.22,0.9393,13.2321,1
1624.0,48.0,70,27.5,72.1795,24.7,33.8,22.2,0.66,0.87,0.03,0.06,0.9545,12.2509,1
1576.0,-48.0,69,31.6,71.8423,18.4,32.2,34.9,0.36,0.71,0.03,0.16,0.9499,12.7145,1
1997.0,150.0,63,36.5,57.3107,53.9,48.9,12.8,0.49,0.68,0.03,0.22,0.9543,13.0312,0
1847.0,-150.0,62,70.8,144.3683,40.0,65.6,89.6,0.39,0.68,0.1,0.23,0.8833,11.53,0
1903.0,11.0,38,87.2,185.7126,33.5,106.4,0.0,0.58,0.74,0.16,0.03,0.9586,13.431,1
1892.0,-11.0,37,89.4,175.683,41.3,104.9,0.0,0.62,0.81,0.16,0.05,0.9487,13.7386,0
1590.0,323.0,44,28.2,45.1127,54.9,23.1,0.2,0.39,0.7,0.0,0.14,0.9254,14.3767,0
1267.0,-323.0,43,49.8,98.6492,80.3,47.3,0.0,0.44,0.6,0.07,0.19,0.8685,11.3732,1
1257.0,-60.0,61,45.7,140.5342,17.2,17.7,99.3,0.46,0.79,0.07,0.08,0.9386,11.8789,1
1317.0,60.0,61,21.1,57.7673,22.4,12.9,31.7,0.62,0.93,0.02,0.1,0.9563,12.8683,1
1925.0,176.0,44,23.3,28.3467,40.7,20.6,0.8,0.43,0.84,0.0,0.11,0.9678,15.8467,1
1749.0,-176.0,43,59.3,156.0544,31.3,40.3,265.0,0.28,0.6,0.05,0.23,0.9473,13.3049,0
1724.0,-18.0,36,30.6,53.7313,22.5,33.7,0.0,0.47,0.75,0.03,0.17,0.968,15.3731,1
1742.0,18.0,35,68.3,181.825,30.3,81.4,0.0,0.46,0.57,0.09,0.14,0.8834,14.2758,0
1751.0,-46.0,62,84.6,183.6426,27.3,48.7,159.7,0.37,0.71,0.08,0.21,0.9444,11.3913,0
1797.0,46.0,62,53.7,159.1259,19.8,26.3,102.6,0.52,0.81,0.08,0.05,0.9521,14.1327,1
1997.0,-29.0,74,64.9,136.4018,23.0,70.0,72.7,0.42,0.59,0.08,0.2,0.9746,11.4974,0
2026.0,29.0,74,45.3,81.8907,19.3,50.7,47.3,0.43,0.66,0.07,0.2,0.9727,13.2065,1
1824.0,-304.0,41,84.5,218.3316,17.9,109.5,0.0,0.44,0.61,0.1,0.15,0.9153,13.3522,0
2128.0,304.0,41,75.5,215.1898,32.9,93.3,0.0,0.39,0.78,0.05,0.27,0.9681,15.1774,1
1631.0,75.0,49,52.5,147.5267,23.9,21.1,188.9,0.39,0.55,0.04,0.18,0.9393,13.3628,1
1556.0,-75.0,49,16.2,51.539,11.4,21.5,4.4,0.53,0.76,0.02,0.0,0.9513,14.3036,1
1693.0,-32.0,26,24.6,39.9181,30.3,21.0,0.0,0.42,0.69,0.0,0.15,0.9663,16.2202,1
1725.0,32.0,25,93.8,201.3413,42.6,122.7,0.0,0.32,0.48,0.08,0.36,0.9519,14.7679,0
1468.0,-619.0,52,63.7,146.8651,51.7,52.7,100.9,0.42,0.65,0.06,0.27,0.7381,10.3593,0
2087.0,619.0,52,25.0,64.4042,43.4,28.2,5.0,0.52,0.79,0.04,0.08,0.9677,15.3348,1
1447.0,-42.0,23,89.6,224.1335,82.9,94.7,0.0,0.48,0.7,0.13,0.13,0.9556,15.7212,1
1489.0,42.0,22,141.3,247.8356,104.4,166.8,0.0,0.32,0.45,0.14,0.41,0.94,11.9251,0
1443.0,19.0,80,19.8,24.6447,19.0,24.8,16.2,0.42,0.65,0.0,0.1,0.9727,15.2094,1
1424.0,-19.0,79,41.6,117.1231,72.2,26.0,46.5,0.38,0.66,0.03,0.19,0.9401,9.8488,0
1832.0,-39.0,55,86.8,202.6368,25.9,69.5,162.1,0.44,0.75,0.07,0.25,0.91,11.3944,1
1871.0,39.0,55,60.0,192.271,13.8,60.7,84.8,0.44,0.71,0.07,0.11,0.9705,15.0324,0
1544.0,-33.0,54,40.6,144.4508,38.2,58.1,4.6,0.48,0.76,0.06,0.06,0.9656,14.4856,1
1577.0,33.0,53,71.5,147.7119,53.7,83.2,57.9,0.34,0.7,0.08,0.3,0.9217,9.7273,0
1487.0,-41.0,34,40.4,58.8002,57.5,33.3,0.0,0.35,0.65,0.0,0.32,0.8839,12.5886,1
