elo,elo_diff,move_count,acpl,cpl_std,opening_acpl,middlegame_acpl,endgame_acpl,best_move_rate,top3_rate,blunder_rate,mistake_rate,avg_entropy,avg_complexity,label
830.0,-453.0,46,42.6,69.1477,9.1,52.4,49.2,0.41,0.67,0.02,0.26,0.9275,14.5479,1
1283.0,453.0,46,22.3,59.9276,14.3,28.8,4.6,0.63,0.89,0.02,0.11,0.9703,14.9295,1
1807.0,14.0,36,45.0,60.2025,60.2,39.2,0.0,0.44,0.75,0.03,0.33,0.9615,15.8414,1
1793.0,-14.0,35,96.4,169.1776,73.2,104.5,0.0,0.23,0.51,0.06,0.43,0.9486,13.1805,0
1633.0,-257.0,39,42.5,93.9081,61.9,35.9,0.0,0.41,0.74,0.05,0.15,0.97,15.9304,1
1890.0,257.0,38,79.6,180.3652,73.4,81.6,0.0,0.39,0.68,0.08,0.29,0.9736,14.5666,0
1828.0,56.0,42,115.0,232.7007,31.4,150.5,0.0,0.5,0.76,0.17,0.24,0.8032,10.3532,0
1772.0,-56.0,42,125.5,273.0044,19.0,170.0,0.0,0.48,0.74,0.17,0.14,0.9743,15.7323,1
1879.0,14.0,37,82.9,167.7517,20.9,105.9,0.0,0.16,0.57,0.08,0.32,0.9653,14.7903,0
1865.0,-14.0,37,28.4,52.8643,18.4,31.6,0.0,0.49,0.84,0.03,0.14,0.9717,16.0029,1
1861.0,6.0,50,19.9,28.8109,31.2,19.5,9.7,0.44,0.8,0.0,0.12,0.9659,14.7216,0
1855.0,-6.0,49,56.9,150.8752,36.3,43.2,116.7,0.39,0.65,0.04,0.2,0.8968,12.0449,1
1813.0,-58.0,29,22.7,32.0857,31.4,18.2,0.0,0.48,0.83,0.0,0.1,0.9544,14.5394,1
1871.0,58.0,28,85.3,214.9619,12.4,119.8,0.0,0.46,0.61,0.07,0.18,0.9106,11.839,0
1674.0,-132.0,55,28.2,41.7061,11.9,28.2,39.2,0.42,0.69,0.02,0.11,0.9399,13.0264,0
1806.0,132.0,55,8.2,24.7532,10.3,9.7,4.2,0.64,0.95,0.0,0.04,0.9502,13.9182,1
2020.0,47.0,21,48.8,67.469,61.4,37.4,0.0,0.33,0.62,0.1,0.24,0.9615,15.6837,0
1973.0,-47.0,20,82.5,222.1153,55.2,104.9,0.0,0.4,0.65,0.05,0.25,0.9606,14.9553,1
1902.0,1.0,51,59.5,199.8165,5.4,98.4,2.5,0.45,0.69,0.06,0.08,0.9473,14.5325,0
1901.0,-1.0,50,93.0,240.3619,6.6,112.6,110.2,0.42,0.7,0.1,0.16,0.9188,11.6218,0
1393.0,-13.0,61,68.3,147.1672,109.8,39.9,89.0,0.43,0.67,0.07,0.25,0.9007,12.1601,0
1406.0,13.0,61,42.5,81.3256,115.1,26.1,35.0,0.59,0.77,0.03,0.21,0.9641,13.9474,0
1688.0,10.0,32,60.9,178.3908,37.7,71.4,0.0,0.47,0.75,0.06,0.16,0.9021,13.2487,0
1678.0,-10.0,32,11.1,24.9003,33.8,2.2,0.0,0.78,0.94,0.0,0.06,0.964,15.6564,1
1809.0,13.0,17,29.4,44.5829,33.7,23.3,0.0,0.65,0.82,0.0,0.24,0.9556,15.8853,0
1796.0,-13.0,16,140.2,297.1963,127.2,156.9,0.0,0.38,0.75,0.19,0.06,0.8886,12.3182,1
1651.0,49.0,35,109.8,241.4886,48.3,134.4,0.0,0.37,0.57,0.11,0.23,0.9272,11.9824,0
1602.0,-49.0,35,140.1,316.1025,15.3,183.3,0.0,0.4,0.71,0.11,0.2,0.9333,14.889,0
1931.0,29.0,28,86.5,206.4528,88.5,85.4,0.0,0.29,0.64,0.14,0.04,0.9307,14.1915,0
1902.0,-29.0,28,24.3,52.7293,39.7,17.1,0.0,0.36,0.86,0.04,0.04,0.9664,16.2601,1
1402.0,-6.0,14,94.1,263.528,131.7,0.0,0.0,0.57,0.86,0.07,0.14,0.955,15.8282,0
1408.0,6.0,13,244.7,347.4016,218.7,303.2,0.0,0.08,0.54,0.31,0.31,0.9696,10.3015,0
1400.0,13.0,36,68.3,151.6991,25.1,84.9,0.0,0.42,0.75,0.11,0.17,0.967,15.4379,0
1387.0,-13.0,35,110.7,209.2792,13.2,144.4,0.0,0.34,0.49,0.17,0.2,0.9713,14.8154,0
1813.0,2.0,46,86.9,206.8138,29.9,54.3,344.7,0.35,0.63,0.09,0.2,0.9384,13.3082,0
1811.0,-2.0,46,46.4,147.7693,38.3,24.7,149.7,0.43,0.74,0.02,0.22,0.9643,12.0909,1
1964.0,-29.0,62,40.4,132.2932,35.0,17.0,74.6,0.42,0.77,0.05,0.08,0.9699,14.8943,1
1993.0,29.0,61,73.6,188.8152,16.2,42.7,139.3,0.38,0.77,0.08,0.18,0.9753,11.9596,0
2149.0,253.0,51,39.2,141.1592,12.3,24.4,104.1,0.49,0.78,0.02,0.14,0.9738,15.5081,1
1896.0,-253.0,50,70.4,196.6819,16.8,34.1,213.3,0.36,0.62,0.04,0.2,0.8924,13.0148,0
1651.0,47.0,42,65.2,155.5287,45.0,76.2,0.5,0.29,0.55,0.05,0.36,0.9034,12.6622,0
1604.0,-47.0,42,39.9,154.7566,47.9,41.5,0.0,0.55,0.81,0.02,0.07,0.9556,15.218,1
1507.0,-47.0,34,9.2,15.7393,6.6,10.2,0.0,0.53,0.88,0.0,0.03,0.9686,15.6549,1
1554.0,47.0,33,74.2,178.6365,18.7,95.0,0.0,0.3,0.61,0.06,0.18,0.8999,13.0314,0
1659.0,-9.0,14,169.7,280.3754,74.7,407.2,0.0,0.5,0.5,0.29,0.14,0.9454,13.1323,0
1668.0,9.0,14,24.3,47.0669,16.6,38.2,0.0,0.71,1.0,0.0,0.14,0.9552,14.6682,1
928.0,-652.0,27,98.6,207.9664,39.8,133.1,0.0,0.41,0.59,0.15,0.19,0.8879,12.5381,0
1580.0,652.0,26,130.7,262.8129,55.8,170.4,0.0,0.27,0.58,0.12,0.38,0.96,14.7048,0
2014.0,30.0,96,35.8,70.0927,18.0,35.5,39.1,0.49,0.76,0.04,0.14,0.9274,10.6126,0
1984.0,-30.0,96,61.0,202.7085,19.1,40.1,78.6,0.51,0.77,0.06,0.08,0.9668,12.7705,1
1547.0,0.0,51,38.2,105.7285,43.2,49.2,3.6,0.55,0.73,0.02,0.14,0.9411,13.6373,1
1547.0,0.0,50,65.5,157.5143,32.1,48.5,139.1,0.28,0.58,0.06,0.24,0.9515,12.1135,0
1742.0,-16.0,86,46.4,151.5278,11.2,35.4,61.2,0.43,0.81,0.02,0.13,0.9525,10.0609,0
1758.0,16.0,86,21.0,46.7523,8.7,15.4,26.9,0.37,0.67,0.01,0.07,0.9783,13.8787,1
1998.0,13.0,35,18.0,23.4213,14.6,19.3,0.0,0.57,0.74,0.0,0.14,0.9657,15.8294,1
1985.0,-13.0,34,67.3,174.4973,22.6,83.4,0.0,0.24,0.59,0.12,0.09,0.9316,14.241,0
2027.0,169.0,46,70.0,165.124,42.9,51.9,205.5,0.46,0.72,0.15,0.09,0.9515,12.5116,0
1858.0,-169.0,46,28.2,68.6474,12.2,38.1,6.1,0.54,0.85,0.04,0.09,0.9242,14.0195,0
1923.0,-21.0,60,18.6,32.6902,16.6,20.6,16.6,0.43,0.67,0.0,0.1,0.9599,13.9082,0
1944.0,21.0,59,65.3,191.6568,9.8,38.5,130.4,0.42,0.76,0.05,0.17,0.8641,11.2186,0
1899.0,23.0,42,49.4,113.0783,14.5,64.4,0.0,0.29,0.5,0.02,0.26,0.9696,14.6445,0
1876.0,-23.0,42,28.9,74.2244,19.4,34.6,0.0,0.52,0.81,0.02,0.12,0.9699,15.3814,0
1643.0,52.0,27,8.8,14.6952,8.7,8.8,0.0,0.74,0.96,0.0,0.0,0.9614,14.9321,1
1591.0,-52.0,26,65.0,193.3781,24.9,86.2,0.0,0.27,0.58,0.04,0.19,0.9245,14.5963,0
1677.0,14.0,56,37.6,51.6677,20.0,34.7,54.1,0.39,0.71,0.04,0.25,0.9251,11.777,0
1663.0,-14.0,56,31.1,134.3136,14.4,17.3,64.2,0.45,0.82,0.02,0.04,0.9529,13.628,0
1992.0,16.0,66,47.7,127.0446,28.8,28.9,76.6,0.45,0.79,0.03,0.18,0.8985,10.8096,0
1976.0,-16.0,66,61.7,210.2619,42.8,7.1,128.7,0.53,0.79,0.06,0.08,0.9675,13.7985,1
1794.0,10.0,56,72.0,158.6841,13.7,54.0,142.1,0.5,0.71,0.12,0.14,0.8717,11.9458,0
1784.0,-10.0,56,35.0,60.6999,33.8,39.4,28.0,0.5,0.8,0.04,0.14,0.9419,13.0395,0
1635.0,-8.0,73,68.4,157.9878,35.7,58.4,87.5,0.4,0.62,0.07,0.19,0.9069,10.549,0
1643.0,8.0,73,93.4,245.3791,21.4,31.1,167.5,0.53,0.79,0.1,0.11,0.9644,14.6709,1
1486.0,24.0,40,75.2,167.8954,21.1,93.3,0.0,0.3,0.62,0.1,0.23,0.9086,13.4947,0
1462.0,-24.0,40,33.0,82.6474,6.6,42.0,0.0,0.5,0.8,0.07,0.05,0.9633,14.881,1
1545.0,-47.0,24,170.7,286.9424,22.6,276.5,0.0,0.08,0.42,0.21,0.25,0.9611,15.6188,0
1592.0,47.0,24,106.4,263.5129,14.4,161.5,0.0,0.33,0.75,0.12,0.08,0.9612,15.1662,1
1608.0,-23.0,34,36.1,78.8859,28.0,39.5,0.0,0.53,0.85,0.06,0.09,0.9642,14.8154,1
1631.0,23.0,33,90.0,187.6336,20.4,116.1,0.0,0.24,0.48,0.12,0.21,0.9507,13.1839,0
1954.0,11.0,31,66.2,182.1082,16.2,90.0,0.0,0.35,0.71,0.06,0.13,0.9272,14.1286,0
1943.0,-11.0,31,17.3,26.1705,40.8,7.7,0.0,0.58,0.81,0.0,0.13,0.9553,14.943,1
1864.0,-5.0,23,73.7,207.7596,30.9,106.6,0.0,0.43,0.83,0.09,0.13,0.9523,14.7098,0
1869.0,5.0,23,30.8,45.7989,30.0,31.3,0.0,0.57,0.78,0.0,0.26,0.9572,14.5867,1
1888.0,-50.0,65,30.8,69.0935,75.7,31.1,12.6,0.45,0.68,0.03,0.14,0.9538,12.7027,1
1938.0,50.0,64,53.3,141.3522,63.8,28.8,78.8,0.34,0.61,0.05,0.17,0.9541,13.6501,0
1426.0,8.0,61,60.7,177.6969,23.7,33.3,117.4,0.34,0.62,0.03,0.23,0.9759,12.0576,0
1418.0,-8.0,61,38.4,131.897,68.9,7.9,67.6,0.61,0.89,0.02,0.13,0.9611,11.7436,1
1671.0,-26.0,51,53.5,144.0105,7.4,30.5,158.3,0.41,0.67,0.04,0.16,0.9421,12.6884,0
1697.0,26.0,51,13.8,27.8607,5.0,15.1,17.4,0.59,0.94,0.0,0.12,0.9538,13.3679,1
1871.0,-17.0,38,85.8,180.8859,84.0,86.5,0.0,0.34,0.74,0.08,0.29,0.931,13.3263,0
1888.0,17.0,38,44.9,104.7305,80.8,33.8,0.0,0.66,0.79,0.08,0.13,0.9308,13.2601,1
1942.0,-104.0,39,116.2,264.0852,48.0,139.7,0.0,0.28,0.62,0.1,0.23,0.9125,12.827,0
2046.0,104.0,39,18.4,33.4505,30.9,14.7,0.0,0.41,0.82,0.0,0.1,0.9602,14.4318,0
1882.0,3.0,50,17.7,24.8989,31.5,17.7,4.0,0.56,0.8,0.0,0.06,0.9506,14.4831,1
1879.0,-3.0,49,51.2,145.9036,57.4,24.0,127.1,0.45,0.73,0.04,0.18,0.9616,12.5302,1
1907.0,-48.0,50,39.5,68.3906,52.9,45.7,7.6,0.42,0.7,0.06,0.16,0.9552,13.4073,0
1955.0,48.0,49,92.6,219.3376,53.4,60.7,223.4,0.43,0.67,0.1,0.2,0.9074,12.2849,0
1823.0,-43.0,24,51.3,97.9643,82.0,29.4,0.0,0.62,0.75,0.08,0.17,0.9677,14.353,1
1866.0,43.0,23,115.3,208.2327,105.9,121.4,0.0,0.26,0.7,0.13,0.3,0.9156,13.0003,0
1670.0,21.0,17,43.4,35.0071,36.0,53.9,0.0,0.24,0.53,0.0,0.41,0.9584,15.4182,0
1649.0,-21.0,16,65.6,113.3161,30.1,111.1,0.0,0.06,0.5,0.12,0.19,0.9531,14.6791,0
1430.0,-42.0,59,13.4,28.8432,38.7,10.9,3.9,0.39,0.66,0.0,0.07,0.9658,13.2506,1
1472.0,42.0,59,10.6,25.0914,38.8,7.4,2.8,0.41,0.59,0.0,0.03,0.9614,12.9891,0
1822.0,6.0,56,37.0,134.8539,37.3,18.8,70.9,0.41,0.66,0.02,0.14,0.9696,15.3495,1
1816.0,-6.0,55,65.8,195.2772,31.2,42.6,128.8,0.36,0.75,0.07,0.09,0.9033,11.3234,1
1856.0,4.0,38,89.3,152.6964,23.8,112.6,0.0,0.58,0.76,0.18,0.13,0.836,11.1955,0
1852.0,-4.0,38,91.7,169.6369,10.1,117.1,0.0,0.42,0.68,0.18,0.05,0.965,15.1218,0
1819.0,-7.0,50,69.5,143.7853,40.4,56.3,138.4,0.42,0.64,0.02,0.42,0.8871,12.144,0
1826.0,7.0,50,67.6,199.0052,31.2,59.2,120.3,0.48,0.76,0.08,0.14,0.9694,15.5816,1
1291.0,-11.0,45,67.4,167.2519,34.2,56.3,200.2,0.49,0.62,0.09,0.24,0.9562,13.9195,1
1302.0,11.0,44,95.7,196.795,27.4,82.4,298.4,0.32,0.59,0.11,0.16,0.9658,13.7488,0
1998.0,-7.0,25,160.8,282.4688,26.2,250.6,0.0,0.4,0.64,0.28,0.12,0.9259,12.4155,0
2005.0,7.0,25,112.2,275.5676,15.3,166.6,0.0,0.52,0.84,0.12,0.08,0.9672,15.5525,0
1903.0,58.0,14,9.9,13.7274,12.3,3.8,0.0,0.5,0.86,0.0,0.0,0.9566,15.6938,0
1845.0,-58.0,13,117.8,276.9552,19.3,339.2,0.0,0.31,0.62,0.15,0.15,0.9559,14.9583,0
1711.0,-18.0,48,33.2,51.0261,31.5,33.4,34.8,0.54,0.79,0.02,0.21,0.887,11.8234,1
1729.0,18.0,48,39.1,145.2988,15.8,19.0,129.3,0.52,0.81,0.02,0.1,0.9162,12.4522,0
1343.0,29.0,33,121.2,200.448,30.4,160.6,0.0,0.3,0.52,0.21,0.21,0.9688,15.3374,0
1314.0,-29.0,33,66.0,115.4606,25.6,81.1,0.0,0.36,0.67,0.09,0.3,0.9683,15.7467,0
1539.0,10.0,37,71.7,172.6805,33.4,85.9,0.0,0.43,0.76,0.08,0.22,0.9109,12.8617,0
1529.0,-10.0,37,28.5,38.9299,23.8,30.0,0.0,0.43,0.78,0.0,0.24,0.9637,14.7104,0
1846.0,31.0,35,85.9,169.6448,56.8,97.6,0.0,0.29,0.46,0.09,0.4,0.9437,14.0754,0
1815.0,-31.0,35,60.7,85.9,48.4,64.9,0.0,0.43,0.69,0.11,0.26,0.96,14.8428,0
1883.0,-17.0,50,33.6,50.8178,10.7,39.8,37.9,0.38,0.62,0.02,0.22,0.9632,14.0745,0
1900.0,17.0,49,36.8,99.7605,10.1,48.9,24.5,0.49,0.65,0.02,0.1,0.9638,13.8049,0
1380.0,-53.0,19,41.4,42.7814,23.8,60.9,0.0,0.32,0.63,0.0,0.32,0.9633,15.5534,0
1433.0,53.0,18,63.2,116.986,24.9,101.6,0.0,0.28,0.56,0.11,0.11,0.9525,13.888,0
1400.0,33.0,12,37.2,32.714,41.5,16.0,0.0,0.33,0.83,0.0,0.25,0.9526,14.8709,0
1367.0,-33.0,11,95.4,165.9966,37.4,356.0,0.0,0.45,0.55,0.09,0.36,0.9603,15.6381,0
1427.0,-87.0,63,65.7,155.1766,64.0,71.4,59.0,0.48,0.75,0.06,0.22,0.9256,12.1125,0
1514.0,87.0,63,104.5,202.1698,17.0,84.4,162.5,0.38,0.6,0.14,0.22,0.9622,13.5188,0
1907.0,-25.0,34,19.3,26.9418,15.8,20.8,0.0,0.47,0.71,0.0,0.15,0.9647,16.2104,0
1932.0,25.0,33,31.8,97.9044,16.1,37.7,0.0,0.58,0.76,0.03,0.09,0.9287,14.0308,0
2208.0,26.0,19,52.9,115.8066,13.8,96.4,0.0,0.58,0.74,0.05,0.21,0.9585,15.5033,0
2182.0,-26.0,18,136.1,257.5127,23.2,249.0,0.0,0.28,0.56,0.22,0.22,0.905,13.4944,0
785.0,-222.0,49,144.1,225.2586,20.8,130.8,325.3,0.24,0.47,0.22,0.31,0.9435,13.8271,0
1007.0,222.0,49,105.6,166.9074,15.9,113.6,162.5,0.22,0.43,0.14,0.33,0.9689,15.3436,0
1513.0,-59.0,30,64.6,82.9377,49.3,72.2,0.0,0.33,0.57,0.03,0.47,0.9607,15.0081,0
1572.0,59.0,30,40.0,69.0072,24.8,46.5,0.0,0.5,0.7,0.03,0.23,0.9614,13.8963,0
1068.0,-29.0,12,109.2,170.4289,88.4,213.5,0.0,0.5,0.75,0.17,0.25,0.9466,14.2502,0
1097.0,29.0,12,102.4,158.294,111.6,75.0,0.0,0.5,0.5,0.17,0.25,0.9374,14.0615,0
1093.0,-16.0,16,46.6,74.1575,38.9,59.3,0.0,0.38,0.69,0.06,0.19,0.9646,16.0118,0
1109.0,16.0,15,139.3,260.4681,38.4,290.5,0.0,0.33,0.53,0.2,0.2,0.8253,12.9366,0
973.0,70.0,22,61.6,102.1444,57.2,65.3,0.0,0.27,0.64,0.14,0.23,0.9555,13.874,0
903.0,-70.0,22,106.3,157.1428,59.2,138.9,0.0,0.32,0.64,0.18,0.36,0.9474,12.3195,0
2004.0,8.0,31,30.3,49.8226,41.6,25.0,0.0,0.52,0.74,0.03,0.16,0.9613,15.4505,0
1996.0,-8.0,30,46.5,82.7409,45.4,47.0,0.0,0.37,0.6,0.03,0.23,0.9172,13.4887,0
1931.0,33.0,37,81.4,171.4127,20.0,104.1,0.0,0.27,0.68,0.08,0.38,0.9705,16.19,0
1898.0,-33.0,37,93.6,167.0115,43.2,109.8,0.0,0.16,0.59,0.05,0.49,0.9376,15.0732,0
1490.0,-1.0,17,130.6,250.1494,82.4,199.6,0.0,0.47,0.65,0.18,0.18,0.9503,13.6402,0
1491.0,1.0,17,69.5,110.0086,85.6,51.5,0.0,0.41,0.65,0.12,0.18,0.9499,14.3773,0
1994.0,38.0,7,52.9,65.5475,52.9,0.0,0.0,0.14,0.86,0.0,0.29,0.952,14.8303,0
1956.0,-38.0,6,133.8,230.5128,133.8,0.0,0.0,0.17,0.5,0.17,0.33,0.9509,14.6551,0
1406.0,-19.0,14,82.8,195.1024,26.9,222.5,0.0,0.29,0.64,0.07,0.29,0.9646,16.1333,0
1425.0,19.0,14,72.1,70.753,56.6,100.2,0.0,0.21,0.43,0.07,0.43,0.9507,14.1975,0
1397.0,31.0,36,112.7,236.7116,21.5,147.8,0.0,0.36,0.58,0.17,0.22,0.9439,15.2613,0
1366.0,-31.0,36,78.7,117.7456,33.1,93.9,0.0,0.28,0.53,0.11,0.31,0.9617,14.516,0
1544.0,7.0,44,105.2,222.0736,16.3,148.5,3.2,0.39,0.59,0.14,0.16,0.9695,14.652,0
1537.0,-7.0,43,131.1,252.117,24.1,179.5,9.0,0.28,0.6,0.21,0.12,0.9387,13.0971,0
1550.0,-25.0,41,57.5,157.5194,38.6,65.7,0.0,0.39,0.76,0.05,0.24,0.9687,15.4751,0
1575.0,25.0,40,107.0,231.5939,22.1,102.7,1000.0,0.4,0.68,0.15,0.23,0.9293,14.0085,0
1291.0,-23.0,33,65.6,173.2449,26.3,82.7,0.0,0.36,0.79,0.03,0.3,0.9635,15.8837,0
1314.0,23.0,32,113.6,251.0654,21.8,149.6,0.0,0.25,0.62,0.09,0.22,0.9593,13.6458,0
1669.0,51.0,55,52.0,62.4319,17.2,53.3,72.5,0.33,0.65,0.05,0.31,0.9606,14.1251,0
1618.0,-51.0,55,35.4,69.6301,26.3,53.4,6.8,0.51,0.75,0.04,0.16,0.9625,13.0673,0
2136.0,-23.0,14,77.4,115.78,71.2,92.8,0.0,0.14,0.57,0.07,0.5,0.9427,14.5547,0
2159.0,23.0,14,23.4,26.2553,24.4,21.6,0.0,0.5,0.64,0.0,0.21,0.9584,15.1741,0
1541.0,99.0,36,39.8,53.5461,25.8,45.2,0.0,0.42,0.72,0.0,0.25,0.9599,15.0743,0
1442.0,-99.0,35,80.5,172.931,15.4,103.0,0.0,0.26,0.6,0.09,0.29,0.9601,14.9116,0
2183.0,96.0,31,31.5,34.3956,23.5,35.3,0.0,0.42,0.65,0.0,0.19,0.9592,14.69,0
2087.0,-96.0,30,94.3,206.6306,22.8,124.9,0.0,0.23,0.53,0.1,0.2,0.9593,14.921,0
1470.0,-4.0,35,40.0,58.0008,30.0,44.0,0.0,0.4,0.71,0.06,0.17,0.9386,14.3387,0
1474.0,4.0,34,50.2,107.91,23.2,59.9,0.0,0.44,0.79,0.03,0.24,0.9634,15.7628,0
1594.0,59.0,33,53.8,106.9325,19.9,68.5,0.0,0.36,0.76,0.09,0.09,0.9611,14.5891,0
1535.0,-59.0,32,84.2,187.9278,32.1,104.7,0.0,0.38,0.5,0.12,0.19,0.96,15.3513,0
1502.0,-53.0,22,81.0,91.4937,59.5,99.0,0.0,0.18,0.55,0.18,0.36,0.912,13.7228,0
1555.0,53.0,22,45.5,65.9435,20.3,62.8,0.0,0.45,0.82,0.09,0.14,0.9575,15.5161,0
1992.0,-138.0,37,77.5,172.9302,23.2,97.7,0.0,0.38,0.7,0.08,0.35,0.8645,12.7131,0
2130.0,138.0,37,36.6,47.7315,36.4,36.7,0.0,0.43,0.62,0.03,0.3,0.9717,15.6417,0
1408.0,-40.0,37,147.4,275.5507,94.4,167.0,0.0,0.32,0.54,0.19,0.19,0.9661,15.6672,0
1448.0,40.0,36,175.7,317.4949,92.7,203.4,0.0,0.22,0.47,0.19,0.28,0.9067,12.9981,0
2062.0,13.0,43,32.5,54.4362,9.0,40.2,34.3,0.53,0.72,0.05,0.19,0.9698,14.6474,0
2049.0,-13.0,43,39.7,55.3528,7.6,51.0,27.2,0.35,0.81,0.05,0.3,0.9625,13.1538,0
2014.0,146.0,30,125.9,212.2052,70.1,153.8,0.0,0.23,0.53,0.17,0.3,0.9552,13.425,0
1868.0,-146.0,29,115.8,237.4538,87.1,128.8,0.0,0.24,0.45,0.14,0.21,0.9541,14.7039,0
1818.0,15.0,29,51.0,74.8541,36.0,58.9,0.0,0.34,0.72,0.07,0.17,0.9659,15.8272,0
1803.0,-15.0,29,62.3,88.9828,31.7,76.1,0.0,0.38,0.55,0.1,0.24,0.9599,14.6029,0
1834.0,11.0,76,78.8,160.9719,15.4,106.5,73.4,0.37,0.62,0.12,0.12,0.961,12.2866,0
1823.0,-11.0,76,44.0,79.5054,7.7,74.3,28.3,0.38,0.68,0.08,0.13,0.964,13.9876,0
1617.0,5.0,53,36.1,66.7308,25.6,47.8,17.4,0.43,0.62,0.04,0.13,0.956,13.0577,0
1612.0,-5.0,52,35.1,73.9033,15.1,52.6,8.4,0.4,0.85,0.04,0.15,0.9335,12.1975,0
1551.0,-82.0,8,56.2,83.4348,56.2,0.0,0.0,0.5,0.75,0.12,0.25,0.9488,15.0671,0
1633.0,82.0,7,135.4,265.0521,135.4,0.0,0.0,0.29,0.71,0.14,0.14,0.8122,12.0891,0
1788.0,-38.0,59,117.4,239.0569,26.4,107.2,181.6,0.41,0.73,0.14,0.24,0.9521,11.5679,0
1826.0,38.0,59,90.5,196.0443,40.4,88.3,116.4,0.39,0.69,0.12,0.27,0.9444,14.2227,0
1225.0,-147.0,19,25.7,36.1249,18.7,33.4,0.0,0.53,0.84,0.0,0.16,0.9591,14.9781,0
1372.0,147.0,18,76.4,128.4149,12.4,140.4,0.0,0.06,0.67,0.11,0.22,0.9629,15.0619,0
1284.0,4.0,32,71.0,181.3835,7.0,100.0,0.0,0.41,0.72,0.06,0.25,0.9602,14.751,0
1280.0,-4.0,32,116.5,209.6827,13.4,156.8,0.0,0.19,0.53,0.19,0.22,0.9662,13.7643,0
2065.0,43.0,34,52.3,66.2597,10.5,69.8,0.0,0.38,0.82,0.03,0.29,0.9703,15.1952,0
2022.0,-43.0,34,60.7,81.9507,14.6,77.3,0.0,0.32,0.71,0.06,0.32,0.9369,13.7556,0
1559.0,-20.0,28,52.2,70.3334,43.1,57.3,0.0,0.32,0.5,0.07,0.25,0.9681,14.6655,0
1579.0,20.0,28,20.2,30.0137,7.6,26.2,0.0,0.39,0.82,0.0,0.11,0.9532,14.9323,0
1483.0,-59.0,47,56.8,149.5076,24.5,79.9,3.9,0.36,0.66,0.04,0.19,0.9466,14.4285,0
1542.0,59.0,47,93.6,211.7937,77.2,83.0,152.1,0.3,0.6,0.11,0.19,0.9448,11.7189,0
893.0,-110.0,51,82.8,145.8907,54.7,91.6,84.5,0.39,0.65,0.12,0.33,0.9422,13.532,0
1003.0,110.0,50,89.7,117.3253,89.0,73.7,134.0,0.28,0.62,0.14,0.32,0.9343,12.6994,0
1819.0,-43.0,51,84.1,168.8495,88.4,64.7,133.2,0.2,0.57,0.08,0.27,0.9614,13.5324,0
1862.0,43.0,50,74.2,149.8334,44.3,68.6,114.0,0.26,0.54,0.06,0.3,0.962,13.7974,0
1758.0,-24.0,13,110.4,106.6681,62.8,269.0,0.0,0.23,0.38,0.23,0.38,0.9602,15.7991,0
1782.0,24.0,13,48.5,66.0525,62.4,17.2,0.0,0.38,0.54,0.08,0.38,0.9478,14.8557,0
2129.0,-45.0,48,98.0,154.05,44.9,113.3,107.1,0.23,0.54,0.12,0.29,0.9658,12.8011,0
2174.0,45.0,48,89.1,133.7531,28.7,84.7,164.3,0.21,0.54,0.12,0.38,0.9669,15.4334,0
1826.0,54.0,24,29.7,30.4752,31.4,28.5,0.0,0.42,0.62,0.0,0.17,0.9622,14.9696,0
1772.0,-54.0,23,39.9,70.8567,11.1,58.4,0.0,0.39,0.7,0.04,0.09,0.9619,15.4264,0
1002.0,40.0,11,55.0,112.4784,59.7,8.0,0.0,0.36,0.64,0.09,0.09,0.9595,15.0847,0
962.0,-40.0,10,104.1,239.1998,28.9,781.0,0.0,0.3,0.5,0.1,0.3,0.9566,14.7708,0
1460.0,63.0,48,61.9,83.3251,27.3,83.5,24.2,0.27,0.42,0.06,0.33,0.9358,12.1893,0
1397.0,-63.0,48,48.6,153.4637,17.3,71.8,2.4,0.4,0.71,0.04,0.1,0.9453,15.3823,0
1401.0,18.0,46,34.1,53.99,33.6,33.9,36.0,0.54,0.78,0.02,0.24,0.9528,13.407,0
1383.0,-18.0,45,54.9,70.2863,47.3,50.8,86.5,0.4,0.62,0.04,0.29,0.955,12.1059,0
1729.0,-33.0,28,31.6,49.5306,34.0,30.3,0.0,0.5,0.75,0.0,0.18,0.9637,15.6205,0
1762.0,33.0,27,25.7,24.9963,30.8,23.2,0.0,0.3,0.63,0.0,0.22,0.9568,15.3545,0
2195.0,-47.0,49,29.0,75.6476,10.9,43.6,0.2,0.49,0.82,0.04,0.1,0.9601,13.7213,0
2242.0,47.0,48,31.1,58.7636,21.4,43.3,0.0,0.44,0.65,0.02,0.17,0.9696,13.8694,0
2385.0,-26.0,52,40.6,60.1251,19.7,44.3,48.8,0.44,0.75,0.02,0.29,0.9716,14.324,0
2411.0,26.0,52,53.1,59.7933,27.8,41.6,97.3,0.35,0.62,0.04,0.37,0.964,12.5502,0
1765.0,-7.0,31,79.1,215.463,21.9,106.3,0.0,0.52,0.77,0.1,0.13,0.9005,14.279,0
1772.0,7.0,30,130.4,243.879,40.7,168.9,0.0,0.3,0.63,0.1,0.4,0.9279,14.0021,0
1949.0,-53.0,35,19.9,35.6972,7.0,25.1,0.0,0.46,0.74,0.0,0.09,0.9547,14.5701,0
2002.0,53.0,34,16.1,29.3445,3.2,20.8,0.0,0.56,0.79,0.0,0.12,0.9608,13.8603,0
1518.0,-365.0,46,55.6,150.2353,29.0,42.2,167.3,0.41,0.67,0.04,0.17,0.919,12.1923,0
